,area,employment_status,value
9853,131400,unknown,0.0
9854,131500,unknown,0.0
9855,131600,unknown,0.0
9856,131700,unknown,0.0
9857,131801,unknown,0.0
9858,131802,unknown,0.0
9859,131900,unknown,0.0
9860,132001,unknown,0.0
9861,132002,unknown,0.0
9862,132100,unknown,0.0
9863,132200,unknown,0.0
9864,132300,unknown,0.0
9865,132400,unknown,0.0
9866,132501,unknown,0.0
9867,132600,unknown,0.0
9868,132700,unknown,0.0
9869,132800,unknown,0.0
9870,132900,unknown,0.0
9871,133000,unknown,0.0
9872,133100,unknown,0.0
9873,133200,unknown,0.0
9874,133301,unknown,0.0
9875,133400,unknown,0.0
9876,133500,unknown,0.0
9877,133600,unknown,0.0
9878,133700,unknown,0.0
9879,133800,unknown,0.0
9880,133900,unknown,0.0
9881,134000,unknown,0.0
9882,134100,unknown,0.0
9883,134200,unknown,0.0
9884,134301,unknown,0.0
9885,134302,unknown,0.0
9886,134400,unknown,0.0
9887,134500,unknown,0.0
9888,134600,unknown,0.0
9889,134700,unknown,0.0
9890,134800,unknown,0.0
9891,134900,unknown,0.0
9892,135000,unknown,0.0
9893,135100,unknown,0.0
9894,135200,unknown,0.0
9895,135300,unknown,0.0
9896,135401,unknown,0.0
9897,135500,unknown,0.0
9898,135600,unknown,0.0
9899,135700,unknown,0.0
9900,135800,unknown,0.0
9901,135900,unknown,0.0
9902,136001,unknown,0.0
9903,136002,unknown,0.0
9904,136100,unknown,0.0
9905,136200,unknown,0.0
9906,136300,unknown,0.0
9907,136400,unknown,0.0
9908,136501,unknown,0.0
9909,136502,unknown,0.0
9910,136601,unknown,0.0
9911,136700,unknown,0.0
9912,136801,unknown,0.0
9913,136900,unknown,0.0
9914,137000,unknown,0.0
9915,137100,unknown,0.0
9916,137201,unknown,0.0
9917,137202,unknown,0.0
9918,137300,unknown,0.0
9919,137400,unknown,0.0
9920,137500,unknown,0.0
9921,137600,unknown,0.0
9922,137701,unknown,0.0
9923,137800,unknown,0.0
9924,137901,unknown,0.0
9925,138000,unknown,0.0
9926,138100,unknown,0.0
9927,138200,unknown,0.0
9928,138301,unknown,0.0
9929,138302,unknown,0.0
9930,138400,unknown,0.0
9931,138501,unknown,0.0
9932,138502,unknown,0.0
9933,138600,unknown,0.0
9934,138700,unknown,0.0
9935,138800,unknown,0.0
9936,138901,unknown,0.0
9937,139000,unknown,0.0
9938,139100,unknown,0.0
9939,139201,unknown,0.0
9940,139300,unknown,0.0
9941,139400,unknown,0.0
9942,139501,unknown,0.0
9943,139601,unknown,0.0
9944,139700,unknown,0.0
9945,139801,unknown,0.0
9946,139802,unknown,0.0
9947,139900,unknown,0.0
9948,140000,unknown,0.0
9949,140100,unknown,0.0
9950,140200,unknown,0.0
9951,140300,unknown,0.0
9952,140400,unknown,0.0
9953,140500,unknown,0.0
9954,140601,unknown,0.0
9955,140700,unknown,0.0
9956,140800,unknown,0.0
9957,140901,unknown,0.0
9958,140902,unknown,0.0
9959,141000,unknown,0.0
9960,141101,unknown,0.0
9961,141102,unknown,0.0
9962,141201,unknown,0.0
9963,141300,unknown,0.0
9964,141400,unknown,
9965,141500,unknown,0.0
9966,141600,unknown,0.0
9967,141700,unknown,0.0
9968,141801,unknown,0.0
9969,141802,unknown,0.0
9970,141900,unknown,0.0
9971,142001,unknown,0.0
9972,142002,unknown,0.0
9973,142101,unknown,0.0
9974,142201,unknown,0.0
9975,142202,unknown,0.0
9976,142301,unknown,0.0
9977,142400,unknown,0.0
9978,142501,unknown,0.0
9979,142600,unknown,0.0
9980,142700,unknown,0.0
9981,142801,unknown,0.0
9982,142802,unknown,0.0
9983,142901,unknown,0.0
9984,143000,unknown,0.0
9985,143100,unknown,0.0
9986,143200,unknown,0.0
9987,143301,unknown,0.0
9988,143400,unknown,0.0
9989,143500,unknown,0.0
9990,143600,unknown,0.0
9991,143700,unknown,0.0
9992,143800,unknown,0.0
9993,143900,unknown,0.0
9994,144001,unknown,0.0
9995,144101,unknown,0.0
9996,144201,unknown,0.0
9997,144300,unknown,0.0
9998,144400,unknown,0.0
9999,144500,unknown,0.0
10000,144600,unknown,0.0
10001,144700,unknown,0.0
10002,144800,unknown,0.0
10003,144900,unknown,0.0
10004,145000,unknown,0.0
10005,145101,unknown,0.0
10006,145102,unknown,0.0
10007,145200,unknown,0.0
10008,145300,unknown,0.0
10009,145400,unknown,0.0
10010,145500,unknown,0.0
10011,145600,unknown,0.0
10012,145700,unknown,0.0
10013,145800,unknown,0.0
10014,145900,unknown,0.0
10015,146000,unknown,0.0
10016,146100,unknown,0.0
10017,146201,unknown,0.0
10018,146301,unknown,0.0
10019,146302,unknown,0.0
10020,146400,unknown,0.0
10021,146501,unknown,0.0
10022,146600,unknown,0.0
10023,146700,unknown,0.0
10024,146800,unknown,0.0
10025,146900,unknown,0.0
10026,147001,unknown,0.0
10027,147002,unknown,0.0
10028,147100,unknown,0.0
10029,147201,unknown,0.0
10030,147202,unknown,0.0
10031,147300,unknown,
10032,147400,unknown,0.0
10033,147500,unknown,0.0
10034,147600,unknown,0.0
10035,147700,unknown,
10036,147800,unknown,0.0
10037,147900,unknown,0.0
10038,148000,unknown,0.0
10039,148101,unknown,0.0
10040,148102,unknown,0.0
10041,148200,unknown,0.0
10042,148300,unknown,0.0
10043,148401,unknown,0.0
10044,148501,unknown,0.0
10045,148600,unknown,0.0
10046,148700,unknown,0.0
10047,148800,unknown,0.0
10048,148901,unknown,0.0
10049,149001,unknown,0.0
10050,149100,unknown,0.0
10051,149200,unknown,0.0
10052,149300,unknown,0.0
10053,149400,unknown,0.0
10054,149500,unknown,0.0
10055,149600,unknown,
10056,149701,unknown,0.0
10057,149702,unknown,0.0
10058,149800,unknown,0.0
10059,149901,unknown,0.0
10060,150000,unknown,0.0
10061,150101,unknown,0.0
10062,150200,unknown,0.0
10063,150301,unknown,0.0
10064,150302,unknown,0.0
10065,150400,unknown,0.0
10066,150500,unknown,0.0
10067,150600,unknown,0.0
10068,150700,unknown,0.0
10069,150800,unknown,0.0
10070,150900,unknown,0.0
10071,151000,unknown,0.0
10072,151100,unknown,0.0
10073,151200,unknown,0.0
10074,151301,unknown,0.0
10075,151400,unknown,0.0
10076,151500,unknown,0.0
10077,151600,unknown,0.0
10078,151700,unknown,0.0
10079,151800,unknown,0.0
10080,151900,unknown,0.0
10081,152000,unknown,0.0
10082,152101,unknown,0.0
10083,152201,unknown,0.0
10084,152300,unknown,0.0
10085,152400,unknown,0.0
10086,152500,unknown,0.0
10087,152600,unknown,0.0
10088,152700,unknown,0.0
10089,152800,unknown,0.0
10090,152900,unknown,0.0
10091,153000,unknown,0.0
10092,153100,unknown,0.0
10093,153200,unknown,0.0
10094,153301,unknown,0.0
10095,153400,unknown,0.0
10096,153500,unknown,0.0
10097,153600,unknown,0.0
10098,153700,unknown,0.0
10099,153800,unknown,0.0
10100,153900,unknown,0.0
10101,154001,unknown,0.0
10102,154101,unknown,0.0
10103,154201,unknown,0.0
10104,154202,unknown,0.0
10105,154300,unknown,0.0
10106,154400,unknown,0.0
10107,154500,unknown,0.0
10108,154600,unknown,
10109,154701,unknown,0.0
10110,154801,unknown,0.0
10111,154802,unknown,0.0
10112,154901,unknown,0.0
10113,154902,unknown,0.0
10114,155000,unknown,0.0
10115,155100,unknown,0.0
10116,155200,unknown,0.0
10117,155301,unknown,0.0
10118,155401,unknown,0.0
10119,155500,unknown,0.0
10120,155601,unknown,0.0
10121,155602,unknown,0.0
10122,155701,unknown,0.0
10123,155702,unknown,0.0
10124,155801,unknown,0.0
10125,155901,unknown,0.0
10126,156000,unknown,0.0
10127,156101,unknown,0.0
10128,156201,unknown,0.0
10129,156301,unknown,0.0
10130,156400,unknown,0.0
10131,156500,unknown,0.0
10132,156601,unknown,0.0
10133,156700,unknown,0.0
10134,156800,unknown,0.0
10135,156901,unknown,0.0
10136,157000,unknown,0.0
10137,157101,unknown,0.0
10138,157200,unknown,0.0
10139,157301,unknown,0.0
10140,157400,unknown,0.0
10141,157500,unknown,0.0
10142,157600,unknown,0.0
10143,157701,unknown,0.0
10144,157702,unknown,0.0
10145,157800,unknown,0.0
10146,157901,unknown,0.0
10147,158001,unknown,0.0
10148,158002,unknown,0.0
10149,158101,unknown,0.0
10150,158102,unknown,0.0
10151,158200,unknown,0.0
10152,158300,unknown,0.0
10153,158401,unknown,0.0
10154,158402,unknown,0.0
10155,158501,unknown,0.0
10156,158502,unknown,0.0
10157,158601,unknown,0.0
10158,158602,unknown,0.0
10159,158603,unknown,0.0
10160,158700,unknown,0.0
10161,158800,unknown,0.0
10162,158900,unknown,0.0
10163,159000,unknown,0.0
10164,159101,unknown,0.0
10165,159201,unknown,0.0
10166,159202,unknown,0.0
10167,159301,unknown,0.0
10168,159401,unknown,0.0
10169,159500,unknown,0.0
10170,159600,unknown,0.0
10171,159700,unknown,0.0
10172,159801,unknown,0.0
10173,159900,unknown,0.0
10174,160000,unknown,0.0
10175,160100,unknown,0.0
10176,160201,unknown,0.0
10177,160202,unknown,0.0
10178,160300,unknown,0.0
10179,160401,unknown,0.0
10180,160501,unknown,0.0
10181,160601,unknown,0.0
10182,160700,unknown,0.0
10183,160800,unknown,0.0
10184,160901,unknown,0.0
10185,160902,unknown,0.0
10186,161000,unknown,0.0
10187,161100,unknown,0.0
10188,161201,unknown,0.0
10189,161300,unknown,0.0
10190,161400,unknown,0.0
10191,161500,unknown,0.0
10192,161600,unknown,0.0
10193,161700,unknown,0.0
10194,161800,unknown,0.0
10195,161900,unknown,0.0
10196,162000,unknown,0.0
10197,162101,unknown,0.0
10198,162102,unknown,0.0
10199,162200,unknown,0.0
10200,162300,unknown,0.0
10201,162400,unknown,0.0
10202,162500,unknown,0.0
10203,162601,unknown,0.0
10204,162602,unknown,0.0
10205,162701,unknown,0.0
10206,162800,unknown,0.0
10207,162901,unknown,0.0
10208,163001,unknown,0.0
10209,163100,unknown,0.0
10210,163200,unknown,0.0
10211,163301,unknown,0.0
10212,163302,unknown,0.0
10213,163400,unknown,0.0
10214,163501,unknown,0.0
10215,163502,unknown,0.0
10216,163600,unknown,0.0
10217,163700,unknown,0.0
10218,163801,unknown,0.0
10219,163803,unknown,0.0
10220,163901,unknown,0.0
10221,163902,unknown,0.0
10222,164001,unknown,0.0
10223,164100,unknown,0.0
10224,164201,unknown,0.0
10225,164301,unknown,0.0
10226,164302,unknown,0.0
10227,164401,unknown,0.0
10228,164500,unknown,0.0
10229,164601,unknown,0.0
10230,164602,unknown,0.0
10231,164603,unknown,0.0
10232,164700,unknown,0.0
10233,164800,unknown,0.0
10234,164900,unknown,0.0
10235,165001,unknown,0.0
10236,165101,unknown,0.0
10237,165200,unknown,0.0
10238,165301,unknown,0.0
10239,165302,unknown,0.0
10240,165400,unknown,0.0
10241,165501,unknown,0.0
10242,165502,unknown,0.0
10243,165600,unknown,0.0
10244,165700,unknown,0.0
10245,165800,unknown,0.0
10246,165901,unknown,0.0
10247,166000,unknown,0.0
10248,166100,unknown,0.0
10249,166200,unknown,0.0
10250,166301,unknown,0.0
10251,166400,unknown,0.0
10252,166500,unknown,0.0
10253,166600,unknown,
10254,166700,unknown,0.0
10255,166801,unknown,
10256,166900,unknown,0.0
10257,167000,unknown,0.0
10258,167101,unknown,0.0
10259,167102,unknown,0.0
10260,167200,unknown,0.0
10261,167300,unknown,0.0
10262,167400,unknown,0.0
10263,167501,unknown,0.0
10264,167600,unknown,0.0
10265,167700,unknown,0.0
10266,167800,unknown,0.0
10267,167900,unknown,0.0
10268,168001,unknown,0.0
10269,168101,unknown,0.0
10270,168200,unknown,0.0
10271,168300,unknown,0.0
10272,168400,unknown,0.0
10273,168501,unknown,0.0
10274,168502,unknown,0.0
10275,168600,unknown,0.0
10276,168701,unknown,0.0
10277,168800,unknown,0.0
10278,168901,unknown,0.0
10279,169000,unknown,0.0
10280,169100,unknown,0.0
10281,169200,unknown,0.0
10282,169301,unknown,0.0
10283,169401,unknown,0.0
10284,169500,unknown,0.0
10285,169600,unknown,0.0
10286,169700,unknown,0.0
10287,169800,unknown,0.0
10288,169901,unknown,0.0
10289,170001,unknown,0.0
10290,170101,unknown,0.0
10291,170201,unknown,0.0
10292,170300,unknown,0.0
10293,170400,unknown,0.0
10294,170501,unknown,0.0
10295,170502,unknown,0.0
10296,170600,unknown,0.0
10297,170700,unknown,0.0
10298,170802,unknown,0.0
10299,170803,unknown,0.0
10300,170901,unknown,0.0
10301,171000,unknown,
10302,171101,unknown,0.0
10303,171201,unknown,0.0
10304,171300,unknown,0.0
10305,171400,unknown,0.0
10306,171501,unknown,0.0
10307,171502,unknown,0.0
10308,171601,unknown,0.0
10309,171700,unknown,0.0
10310,171801,unknown,0.0
10311,171803,unknown,0.0
10312,171901,unknown,0.0
10313,172001,unknown,0.0
10314,172100,unknown,0.0
10315,172201,unknown,0.0
10316,172300,unknown,0.0
10317,172401,unknown,0.0
10318,172500,unknown,0.0
10319,172601,unknown,0.0
10320,172700,unknown,0.0
10321,172800,unknown,0.0
10322,172900,unknown,0.0
10323,173000,unknown,0.0
10324,173100,unknown,0.0
10325,173201,unknown,0.0
10326,173202,unknown,0.0
10327,173300,unknown,0.0
10328,173400,unknown,0.0
10329,173500,unknown,0.0
10330,173600,unknown,0.0
10331,173700,unknown,0.0
10332,173801,unknown,0.0
10333,173901,unknown,0.0
10334,173902,unknown,0.0
10335,174001,unknown,0.0
10336,174100,unknown,0.0
10337,174200,unknown,0.0
10338,174300,unknown,0.0
10339,174400,unknown,0.0
10340,174500,unknown,0.0
10341,174601,unknown,0.0
10342,174701,unknown,0.0
10343,174801,unknown,0.0
10344,174901,unknown,0.0
10345,175001,unknown,0.0
10346,175002,unknown,0.0
10347,175100,unknown,0.0
10348,175201,unknown,0.0
10349,175301,unknown,0.0
10350,175302,unknown,0.0
10351,175401,unknown,0.0
10352,175501,unknown,0.0
10353,175601,unknown,0.0
10354,175700,unknown,0.0
10355,175801,unknown,0.0
10356,175901,unknown,0.0
10357,175902,unknown,0.0
10358,176000,unknown,0.0
10359,176101,unknown,0.0
10360,176201,unknown,0.0
10361,176202,unknown,0.0
10362,176301,unknown,0.0
10363,176400,unknown,0.0
10364,176500,unknown,0.0
10365,176600,unknown,0.0
10366,176700,unknown,0.0
10367,176800,unknown,0.0
10368,176900,unknown,0.0
10369,177000,unknown,0.0
10370,177100,unknown,0.0
10371,177200,unknown,0.0
10372,177300,unknown,0.0
10373,177400,unknown,0.0
10374,177500,unknown,0.0
10375,177600,unknown,0.0
10376,177700,unknown,0.0
10377,177800,unknown,0.0
10378,177901,unknown,0.0
10379,178000,unknown,0.0
10380,178100,unknown,0.0
10381,178201,unknown,0.0
10382,178202,unknown,0.0
10383,178301,unknown,0.0
10384,178400,unknown,0.0
10385,178500,unknown,0.0
10386,178600,unknown,0.0
10387,178701,unknown,0.0
10388,178800,unknown,0.0
10389,178901,unknown,0.0
10390,179001,unknown,0.0
10391,179100,unknown,0.0
10392,179201,unknown,0.0
10393,179202,unknown,0.0
10394,179300,unknown,0.0
10395,179401,unknown,0.0
10396,179501,unknown,0.0
10397,179502,unknown,0.0
10398,179600,unknown,0.0
10399,179700,unknown,0.0
10400,179801,unknown,0.0
10401,179901,unknown,0.0
10402,180000,unknown,0.0
10403,180100,unknown,0.0
10404,180200,unknown,0.0
10405,180300,unknown,0.0
10406,180400,unknown,0.0
10407,180500,unknown,0.0
10408,180601,unknown,0.0
10409,180700,unknown,0.0
10410,180800,unknown,0.0
10411,180900,unknown,0.0
10412,181000,unknown,0.0
10413,181101,unknown,0.0
10414,181200,unknown,0.0
10415,181301,unknown,0.0
10416,181400,unknown,0.0
10417,181500,unknown,0.0
10418,181600,unknown,0.0
10419,181700,unknown,0.0
10420,181800,unknown,0.0
10421,181900,unknown,0.0
10422,182000,unknown,0.0
10423,182101,unknown,0.0
10424,182201,unknown,0.0
10425,182300,unknown,0.0
10426,182400,unknown,0.0
10427,182500,unknown,0.0
10428,182600,unknown,0.0
10429,182700,unknown,0.0
10430,182800,unknown,0.0
10431,182900,unknown,0.0
10432,183000,unknown,0.0
10433,183101,unknown,0.0
10434,183200,unknown,0.0
10435,183300,unknown,0.0
10436,183401,unknown,0.0
10437,183500,unknown,0.0
10438,183600,unknown,0.0
10439,183701,unknown,0.0
10440,183800,unknown,0.0
10441,183900,unknown,0.0
10442,184000,unknown,0.0
10443,184100,unknown,0.0
10444,184201,unknown,0.0
10445,184300,unknown,0.0
10446,184400,unknown,0.0
10447,184501,unknown,0.0
10448,184601,unknown,0.0
10449,184700,unknown,0.0
10450,184800,unknown,0.0
10451,184900,unknown,0.0
10452,185000,unknown,0.0
10453,185100,unknown,
10454,185200,unknown,0.0
10455,185300,unknown,0.0
10456,185400,unknown,0.0
10457,185500,unknown,0.0
10458,185600,unknown,0.0
10459,185700,unknown,0.0
10460,185800,unknown,0.0
10461,185900,unknown,0.0
10462,186000,unknown,0.0
10463,186100,unknown,0.0
10464,186200,unknown,0.0
10465,186300,unknown,0.0
10466,186400,unknown,0.0
10467,186500,unknown,0.0
10468,186600,unknown,0.0
10469,186700,unknown,0.0
10470,186800,unknown,0.0
10471,186900,unknown,
10472,187000,unknown,0.0
10473,187100,unknown,0.0
10474,187200,unknown,0.0
10475,187300,unknown,0.0
10476,187400,unknown,0.0
10477,187500,unknown,0.0
10478,187600,unknown,0.0
10479,187701,unknown,0.0
10480,187702,unknown,0.0
10481,187800,unknown,0.0
10482,187900,unknown,0.0
10483,188001,unknown,0.0
10484,188002,unknown,0.0
10485,188100,unknown,
10486,188200,unknown,0.0
10487,188300,unknown,0.0
10488,188400,unknown,0.0
10489,188501,unknown,0.0
10490,188502,unknown,0.0
10491,188600,unknown,0.0
10492,188701,unknown,0.0
10493,188702,unknown,0.0
10494,188800,unknown,0.0
10495,188900,unknown,0.0
10496,189000,unknown,0.0
10497,189101,unknown,0.0
10498,189102,unknown,0.0
10499,189200,unknown,0.0
10500,189300,unknown,0.0
10501,189400,unknown,0.0
10502,189500,unknown,0.0
10503,189600,unknown,0.0
10504,189700,unknown,0.0
10505,189800,unknown,0.0
10506,189900,unknown,0.0
10507,190000,unknown,
10508,190100,unknown,0.0
10509,190200,unknown,0.0
10510,190300,unknown,0.0
10511,190400,unknown,0.0
10512,190501,unknown,0.0
10513,190601,unknown,0.0
10514,190602,unknown,0.0
10515,190700,unknown,
10516,190800,unknown,0.0
10517,190901,unknown,0.0
10518,190902,unknown,0.0
10519,191001,unknown,0.0
10520,191101,unknown,0.0
10521,191201,unknown,0.0
10522,191300,unknown,0.0
10523,191400,unknown,0.0
10524,191501,unknown,0.0
10525,191502,unknown,0.0
10526,191601,unknown,0.0
10527,191700,unknown,0.0
10528,191801,unknown,0.0
10529,191901,unknown,0.0
10530,192000,unknown,0.0
10531,192101,unknown,0.0
10532,192102,unknown,0.0
10533,192200,unknown,
10534,192300,unknown,0.0
10535,192400,unknown,0.0
10536,192500,unknown,0.0
10537,192600,unknown,0.0
10538,192700,unknown,0.0
10539,192800,unknown,0.0
10540,192900,unknown,0.0
10541,193000,unknown,0.0
10542,193100,unknown,0.0
10543,193201,unknown,0.0
10544,193202,unknown,0.0
10545,193301,unknown,0.0
10546,193400,unknown,0.0
10547,193500,unknown,0.0
10548,193600,unknown,0.0
10549,193700,unknown,0.0
10550,193800,unknown,0.0
10551,193900,unknown,0.0
10552,194000,unknown,0.0
10553,194100,unknown,0.0
10554,194200,unknown,0.0
10555,194300,unknown,0.0
10556,194400,unknown,0.0
10557,194500,unknown,0.0
10558,194601,unknown,0.0
10559,194700,unknown,0.0
10560,194801,unknown,0.0
10561,194802,unknown,0.0
10562,194900,unknown,0.0
10563,195000,unknown,0.0
10564,195101,unknown,0.0
10565,195102,unknown,0.0
10566,195200,unknown,0.0
10567,195300,unknown,0.0
10568,195401,unknown,0.0
10569,195500,unknown,0.0
10570,195601,unknown,0.0
10571,195700,unknown,0.0
10572,195800,unknown,0.0
10573,195900,unknown,0.0
10574,196000,unknown,0.0
10575,196100,unknown,0.0
10576,196201,unknown,0.0
10577,196202,unknown,0.0
10578,196301,unknown,0.0
10579,196400,unknown,0.0
10580,196500,unknown,0.0
10581,196600,unknown,0.0
10582,196700,unknown,0.0
10583,196800,unknown,0.0
10584,196900,unknown,0.0
10585,197000,unknown,0.0
10586,197100,unknown,0.0
10587,197200,unknown,0.0
10588,197300,unknown,0.0
10589,197400,unknown,0.0
10590,197500,unknown,0.0
10591,197601,unknown,0.0
10592,197602,unknown,0.0
10593,197603,unknown,0.0
10594,197700,unknown,0.0
10595,197800,unknown,0.0
10596,197900,unknown,0.0
10597,198000,unknown,0.0
10598,198100,unknown,0.0
10599,198200,unknown,0.0
10600,198300,unknown,
10601,198400,unknown,0.0
10602,198500,unknown,0.0
10603,198600,unknown,0.0
10604,198700,unknown,0.0
10605,198800,unknown,0.0
10606,198900,unknown,0.0
10607,199000,unknown,0.0
10608,199100,unknown,0.0
10609,199200,unknown,0.0
10610,199300,unknown,0.0
10611,199400,unknown,0.0
10612,199500,unknown,0.0
10613,199600,unknown,0.0
10614,199700,unknown,0.0
10615,199800,unknown,0.0
10616,199900,unknown,0.0
10617,200000,unknown,0.0
10618,200100,unknown,0.0
10619,200200,unknown,0.0
10620,200300,unknown,0.0
10621,200401,unknown,0.0
10622,200500,unknown,0.0
10623,200600,unknown,0.0
10624,200700,unknown,0.0
10625,200800,unknown,0.0
10626,200900,unknown,0.0
10627,201001,unknown,0.0
10628,201100,unknown,0.0
10629,201200,unknown,0.0
10630,201300,unknown,0.0
10631,201401,unknown,0.0
10632,201501,unknown,0.0
10633,201600,unknown,0.0
10634,201700,unknown,0.0
10635,201800,unknown,0.0
10636,201900,unknown,0.0
10637,202000,unknown,0.0
10638,202100,unknown,0.0
10639,202200,unknown,0.0
10640,202300,unknown,0.0
10641,202400,unknown,0.0
10642,202500,unknown,0.0
10643,202600,unknown,0.0
10644,202700,unknown,0.0
10645,202800,unknown,0.0
10646,202900,unknown,0.0
10647,203000,unknown,0.0
10648,203100,unknown,0.0
10649,203200,unknown,0.0
10650,203300,unknown,
10651,203400,unknown,0.0
10652,203500,unknown,0.0
10653,203600,unknown,0.0
10654,203700,unknown,0.0
10655,203800,unknown,0.0
10656,203901,unknown,0.0
10657,203902,unknown,0.0
10658,204000,unknown,
10659,204101,unknown,0.0
10660,204200,unknown,0.0
10661,204301,unknown,0.0
10662,204400,unknown,0.0
10663,204500,unknown,0.0
10664,204600,unknown,0.0
10665,204700,unknown,0.0
10666,204800,unknown,0.0
10667,204900,unknown,0.0
10668,205000,unknown,0.0
10669,205100,unknown,0.0
10670,205201,unknown,0.0
10671,205300,unknown,0.0
10672,205401,unknown,0.0
10673,205500,unknown,0.0
10674,205601,unknown,0.0
10675,205700,unknown,0.0
10676,205800,unknown,0.0
10677,205900,unknown,0.0
10678,206000,unknown,0.0
10679,206100,unknown,0.0
10680,206200,unknown,0.0
10681,206300,unknown,0.0
10682,206400,unknown,0.0
10683,206500,unknown,0.0
10684,206601,unknown,0.0
10685,206700,unknown,0.0
10686,206801,unknown,0.0
10687,206802,unknown,
10688,206900,unknown,0.0
10689,207000,unknown,0.0
10690,207100,unknown,0.0
10691,207200,unknown,0.0
10692,207301,unknown,0.0
10693,207400,unknown,0.0
10694,207500,unknown,
10695,207600,unknown,0.0
10696,207700,unknown,0.0
10697,207800,unknown,0.0
10698,207900,unknown,0.0
10699,208001,unknown,0.0
10700,208100,unknown,0.0
10701,208200,unknown,0.0
10702,208301,unknown,0.0
10703,208401,unknown,0.0
10704,208500,unknown,0.0
10705,208601,unknown,0.0
10706,208700,unknown,0.0
10707,208800,unknown,0.0
10708,208901,unknown,0.0
10709,209000,unknown,0.0
10710,209100,unknown,0.0
10711,209201,unknown,0.0
10712,209301,unknown,0.0
10713,209401,unknown,0.0
10714,209500,unknown,0.0
10715,209601,unknown,0.0
10716,209700,unknown,0.0
10717,209800,unknown,0.0
10718,209901,unknown,0.0
10719,210000,unknown,0.0
10720,210100,unknown,0.0
10721,210201,unknown,0.0
10722,210300,unknown,0.0
10723,210400,unknown,0.0
10724,210500,unknown,0.0
10725,210600,unknown,0.0
10726,210700,unknown,0.0
10727,210800,unknown,0.0
10728,210900,unknown,0.0
10729,211000,unknown,0.0
10730,211100,unknown,0.0
10731,211201,unknown,0.0
10732,211301,unknown,0.0
10733,211302,unknown,0.0
10734,211401,unknown,0.0
10735,211500,unknown,0.0
10736,211600,unknown,0.0
10737,211701,unknown,0.0
10738,211800,unknown,0.0
10739,211900,unknown,0.0
10740,212000,unknown,0.0
10741,212100,unknown,0.0
10742,212201,unknown,0.0
10743,212301,unknown,0.0
10744,212400,unknown,0.0
10745,212500,unknown,0.0
10746,212600,unknown,0.0
10747,212700,unknown,
10748,212800,unknown,0.0
10749,212900,unknown,0.0
10750,213000,unknown,0.0
10751,213100,unknown,0.0
10752,213200,unknown,0.0
10753,213300,unknown,0.0
10754,213400,unknown,0.0
10755,213500,unknown,0.0
10756,213600,unknown,0.0
10757,213700,unknown,0.0
10758,213800,unknown,0.0
10759,213900,unknown,0.0
10760,214000,unknown,0.0
10761,214100,unknown,0.0
10762,214200,unknown,0.0
10763,214300,unknown,0.0
10764,214400,unknown,0.0
10765,214500,unknown,0.0
10766,214600,unknown,0.0
10767,214700,unknown,0.0
10768,214800,unknown,0.0
10769,214900,unknown,0.0
10770,215000,unknown,0.0
10771,215101,unknown,0.0
10772,215200,unknown,0.0
10773,215300,unknown,0.0
10774,215401,unknown,0.0
10775,215500,unknown,0.0
10776,215600,unknown,0.0
10777,215700,unknown,0.0
10778,215801,unknown,0.0
10779,215900,unknown,0.0
10780,216000,unknown,0.0
10781,216101,unknown,0.0
10782,216200,unknown,
10783,216300,unknown,0.0
10784,216401,unknown,0.0
10785,216500,unknown,0.0
10786,216600,unknown,0.0
10787,216700,unknown,0.0
10788,216800,unknown,0.0
10789,216900,unknown,0.0
10790,217000,unknown,0.0
10791,217100,unknown,0.0
10792,217201,unknown,0.0
10793,217300,unknown,0.0
10794,217400,unknown,0.0
10795,217501,unknown,0.0
10796,217502,unknown,0.0
10797,217601,unknown,0.0
10798,217701,unknown,0.0
10799,217800,unknown,0.0
10800,217901,unknown,0.0
10801,218001,unknown,0.0
10802,218100,unknown,0.0
10803,218201,unknown,0.0
10804,218301,unknown,0.0
10805,218401,unknown,0.0
10806,218402,unknown,0.0
10807,218500,unknown,0.0
10808,218600,unknown,0.0
10809,218700,unknown,0.0
10810,218801,unknown,0.0
10811,218901,unknown,0.0
10812,219000,unknown,0.0
10813,219100,unknown,0.0
10814,219200,unknown,0.0
10815,219301,unknown,0.0
10816,219401,unknown,0.0
10817,219501,unknown,0.0
10818,219601,unknown,0.0
10819,219700,unknown,0.0
10820,219800,unknown,0.0
10821,219900,unknown,0.0
10822,220001,unknown,0.0
10823,220101,unknown,0.0
10824,220200,unknown,0.0
10825,220301,unknown,0.0
10826,220400,unknown,0.0
10827,220501,unknown,0.0
10828,220600,unknown,0.0
10829,220700,unknown,0.0
10830,220800,unknown,0.0
10831,220901,unknown,0.0
10832,220902,unknown,0.0
10833,221001,unknown,0.0
10834,221100,unknown,0.0
10835,221201,unknown,0.0
10836,221301,unknown,0.0
10837,221401,unknown,0.0
10838,221402,unknown,0.0
10839,221500,unknown,0.0
10840,221600,unknown,0.0
10841,221700,unknown,0.0
10842,221800,unknown,0.0
10843,221900,unknown,0.0
10844,222000,unknown,0.0
10845,222101,unknown,0.0
10846,222201,unknown,0.0
10847,222300,unknown,0.0
10848,222400,unknown,0.0
10849,222500,unknown,0.0
10850,222600,unknown,0.0
10851,222700,unknown,0.0
10852,222800,unknown,0.0
10853,222900,unknown,0.0
10854,223000,unknown,0.0
10855,223100,unknown,0.0
